center_id,x,y,z,along,lateral,survival_time,failed,first_obstacle_id,first_uav_index,first_distance,intrusion_threshold
207,19.038699898723916,23.83865375057827,-3.0,30.0,5.545584412271571,90.0,False,,,,
208,27.814023234244775,16.767039631327926,-3.0,32.0,-5.545584412271571,90.0,False,,,,
209,27.159092695826935,17.522728714117743,-3.0,32.0,-4.545584412271571,90.0,False,,,,
210,26.50416215740909,18.27841779690756,-3.0,32.0,-3.5455844122715714,90.0,False,,,,
211,25.84923161899125,19.03410687969738,-3.0,32.0,-2.5455844122715714,90.0,False,,,,
212,25.194301080573407,19.789795962487197,-3.0,32.0,-1.5455844122715714,90.0,False,,,,
213,24.539370542155567,20.545485045277015,-3.0,32.0,-0.5455844122715714,90.0,False,,,,
214,23.884440003737723,21.301174128066833,-3.0,32.0,0.4544155877284286,90.0,False,,,,
215,23.229509465319882,22.05686321085665,-3.0,32.0,1.4544155877284286,90.0,False,,,,
216,22.57457892690204,22.81255229364647,-3.0,32.0,2.4544155877284286,90.0,False,,,,
217,21.919648388484198,23.568241376436283,-3.0,32.0,3.4544155877284286,90.0,False,,,,
218,21.264717850066354,24.3239304592261,-3.0,32.0,4.454415587728429,90.0,False,,,,
219,20.609787311648514,25.07961954201592,-3.0,32.0,5.454415587728429,90.0,False,,,,
220,20.550078064303552,25.148514827413955,-3.0,32.0,5.545584412271571,90.0,False,,,,
221,29.32540139982441,18.07690070816361,-3.0,34.0,-5.545584412271571,90.0,False,,,,
222,28.67047086140657,18.832589790953428,-3.0,34.0,-4.545584412271571,90.0,False,,,,
223,28.015540322988727,19.588278873743246,-3.0,34.0,-3.5455844122715714,90.0,False,,,,
224,27.360609784570887,20.343967956533064,-3.0,34.0,-2.5455844122715714,90.0,False,,,,
225,26.705679246153043,21.09965703932288,-3.0,34.0,-1.5455844122715714,90.0,False,,,,
226,26.050748707735202,21.8553461221127,-3.0,34.0,-0.5455844122715714,90.0,False,,,,
227,25.39581816931736,22.611035204902517,-3.0,34.0,0.4544155877284286,90.0,False,,,,
228,24.74088763089952,23.366724287692335,-3.0,34.0,1.4544155877284286,90.0,False,,,,
229,24.085957092481674,24.122413370482153,-3.0,34.0,2.4544155877284286,90.0,False,,,,
230,23.431026554063834,24.87810245327197,-3.0,34.0,3.4544155877284286,90.0,False,,,,
231,22.77609601564599,25.633791536061786,-3.0,34.0,4.454415587728429,90.0,False,,,,
232,22.12116547722815,26.389480618851604,-3.0,34.0,5.454415587728429,90.0,False,,,,
233,22.061456229883188,26.45837590424964,-3.0,34.0,5.545584412271571,90.0,False,,,,
234,30.836779565404047,19.386761784999294,-3.0,36.0,-5.545584412271571,90.0,False,,,,
235,30.181849026986207,20.142450867789112,-3.0,36.0,-4.545584412271571,90.0,False,,,,
236,29.526918488568363,20.89813995057893,-3.0,36.0,-3.5455844122715714,90.0,False,,,,
237,28.871987950150523,21.653829033368748,-3.0,36.0,-2.5455844122715714,90.0,False,,,,
238,28.21705741173268,22.409518116158566,-3.0,36.0,-1.5455844122715714,90.0,False,,,,
239,27.56212687331484,23.165207198948384,-3.0,36.0,-0.5455844122715714,90.0,False,,,,
240,26.907196334896994,23.9208962817382,-3.0,36.0,0.4544155877284286,90.0,False,,,,
241,26.252265796479154,24.67658536452802,-3.0,36.0,1.4544155877284286,90.0,False,,,,
242,25.59733525806131,25.432274447317837,-3.0,36.0,2.4544155877284286,90.0,False,,,,
243,24.94240471964347,26.187963530107652,-3.0,36.0,3.4544155877284286,90.0,False,,,,
244,24.287474181225626,26.94365261289747,-3.0,36.0,4.454415587728429,90.0,False,,,,
245,23.632543642807786,27.699341695687288,-3.0,36.0,5.454415587728429,90.0,False,,,,
246,23.572834395462824,27.768236981085323,-3.0,36.0,5.545584412271571,90.0,False,,,,
247,32.34815773098368,20.696622861834978,-3.0,38.0,-5.545584412271571,90.0,False,,,,
248,31.693227192565836,21.452311944624796,-3.0,38.0,-4.545584412271571,90.0,False,,,,
249,31.038296654147995,22.208001027414614,-3.0,38.0,-3.5455844122715714,90.0,False,,,,
250,30.383366115730155,22.963690110204432,-3.0,38.0,-2.5455844122715714,90.0,False,,,,
251,29.72843557731231,23.71937919299425,-3.0,38.0,-1.5455844122715714,90.0,False,,,,
252,29.07350503889447,24.475068275784068,-3.0,38.0,-0.5455844122715714,90.0,False,,,,
253,28.418574500476627,25.230757358573886,-3.0,38.0,0.4544155877284286,90.0,False,,,,
254,27.763643962058786,25.986446441363704,-3.0,38.0,1.4544155877284286,90.0,False,,,,
255,27.108713423640943,26.74213552415352,-3.0,38.0,2.4544155877284286,90.0,False,,,,
256,26.453782885223102,27.49782460694334,-3.0,38.0,3.4544155877284286,90.0,False,,,,
257,25.798852346805262,28.253513689733154,-3.0,38.0,4.454415587728429,90.0,False,,,,
258,25.143921808387418,29.009202772522972,-3.0,38.0,5.454415587728429,90.0,False,,,,
259,25.084212561042456,29.078098057921007,-3.0,38.0,5.545584412271571,90.0,False,,,,
260,33.63197258497061,21.809262401956985,-3.0,39.698866482558415,-5.545584412271571,90.0,False,,,,
261,32.97704204655277,22.564951484746803,-3.0,39.698866482558415,-4.545584412271571,90.0,False,,,,
262,32.322111508134924,23.32064056753662,-3.0,39.698866482558415,-3.5455844122715714,90.0,False,,,,
263,31.667180969717087,24.07632965032644,-3.0,39.698866482558415,-2.5455844122715714,90.0,False,,,,
264,31.012250431299243,24.832018733116257,-3.0,39.698866482558415,-1.5455844122715714,90.0,False,,,,
265,30.357319892881403,25.587707815906075,-3.0,39.698866482558415,-0.5455844122715714,90.0,False,,,,
